gene,mean_vst,min_vst,max_vst,min_percentile,mean_percentile,expression_category
Amblyomma-americanum_evm.model.contig-190710-1.1,8.834235507022745,8.126820075357179,9.629117240123595,93,96,always
Amblyomma-americanum_evm.model.contig-190714-1.1,5.844110640989285,4.46377820680638,7.005908953406878,46,72,always
Amblyomma-americanum_evm.model.contig-190714-1.2,6.579030771310396,5.961997320424096,7.6241302839974034,74,82,always
Amblyomma-americanum_evm.model.contig-190714-1.6,4.772044418505361,2.8871415983437503,5.932298783667,15,53,always
Amblyomma-americanum_evm.model.contig-19127-1.3,6.955301221264942,6.418900461954565,7.712113377064452,80,86,always
Amblyomma-americanum_evm.model.contig-191447-1.1,3.9900187452381624,3.466587364489166,4.773002190520751,26,36,always
Amblyomma-americanum_evm.model.contig-191572-1.1,7.793053929168817,6.7264837200511876,8.641592523016683,83,92,always
Amblyomma-americanum_evm.model.contig-19179-1.5,9.470106984387407,6.684629300759533,11.789155337139956,83,97,always
Amblyomma-americanum_evm.model.contig-19182-1.2,4.608454507188553,3.483075594164587,5.441838780397071,26,50,always
Amblyomma-americanum_evm.model.contig-191937-1.2,2.3984758833986843,0.6191555729971242,4.304979907325322,0,9,always
Amblyomma-americanum_evm.model.contig-19204-1.3,2.0870677166279097,0.5080794418658413,2.766400400038788,0,6,always
Amblyomma-americanum_evm.model.contig-192559-1.1,5.927764063622913,4.988838924214482,6.412452464173375,57,74,always
Amblyomma-americanum_evm.model.contig-192762-1.2,6.283330331592853,5.3848785894516285,7.142260947120059,65,79,always
evm.TU.contig_192762_1.4,2.664600613442218,1.1451125254700427,4.2683449306449965,1,12,always
Amblyomma-americanum_evm.model.contig-192996-1.3,4.67709189833684,2.8406080259215005,6.735966669328062,14,51,always
Amblyomma-americanum_evm.model.contig-19308-1.2,3.9544375159283995,1.8818112034489023,5.787890368644509,5,36,always
Amblyomma-americanum_evm.model.contig-193229-1.1,5.036263140165487,4.040925966865879,5.859911095728409,37,58,always
Amblyomma-americanum_evm.model.contig-19326-1.1,4.697603241807841,4.330474673299352,5.075272299674398,44,52,always
Amblyomma-americanum_evm.model.contig-193348-1.1,4.715127053868732,3.364234037743048,5.426515116517936,23,52,always
Amblyomma-americanum_evm.model.contig-193348-1.3,4.587606423695295,3.0961703697116874,6.200079842987247,18,49,always
Amblyomma-americanum_evm.model.contig-19353-1.7,5.464221719487905,5.071967833604858,6.013773218623872,59,66,always
Amblyomma-americanum_evm.model.contig-193671-1.1,4.042976341043982,3.240265354022934,5.2325499776449576,21,37,always
Amblyomma-americanum_evm.model.contig-193802-1.2,4.56839792650857,3.55077660473465,6.061816390282055,28,49,always
Amblyomma-americanum_evm.model.contig-193917-1.2,5.2397447648312445,3.8881990822817816,6.041348887069097,34,62,always
Amblyomma-americanum_evm.model.contig-193970-1.2,5.425693356029239,2.5225228801924406,6.797301794385389,10,65,always
Amblyomma-americanum_evm.model.contig-193975-1.2,4.5439203383973235,3.3714380625082274,5.5069091967318675,23,48,always
Amblyomma-americanum_evm.model.contig-193975-1.3,3.655888071157147,2.2406411572126252,4.513383916852355,7,30,always
Amblyomma-americanum_evm.model.contig-193975-1.4,4.922517214138022,3.340610344544241,5.526408937840611,23,56,always
Amblyomma-americanum_evm.model.contig-193982-1.4,3.619505553948349,2.654956952855137,4.42666674237082,12,29,always
Amblyomma-americanum_evm.model.contig-194125-1.1,2.782529446737353,0.8472123237480047,4.415758125556686,1,14,always
Amblyomma-americanum_evm.model.contig-194225-1.1,4.939672549833138,3.4578113741819045,6.722882371415908,25,56,always
Amblyomma-americanum_evm.model.contig-194274-1.1,4.532466922103354,2.844467604613506,7.821370658752103,14,48,always
Amblyomma-americanum_evm.model.contig-194907-1.1,5.323697470302545,4.4691465311582075,6.985117062781307,46,64,always
Amblyomma-americanum_evm.model.contig-195370-1.1,5.21617514549148,4.240584220105121,6.504317247712623,42,62,always
Amblyomma-americanum_evm.model.contig-195370-1.2,4.67065368155102,2.8183635172693835,5.717853046160913,14,51,always
Amblyomma-americanum_evm.model.contig-195370-1.4,6.6926086610895625,5.860054258497947,7.912976056076614,73,83,always
Amblyomma-americanum_evm.model.contig-19544-1.1,7.768052162725989,6.943105505111593,8.239664950615387,85,91,always
Amblyomma-americanum_evm.model.contig-19544-1.2,6.238635812993568,5.48455095592251,6.870411119785478,66,78,always
Amblyomma-americanum_evm.model.contig-195821-1.2,3.8331158786506117,2.487560963160634,6.03076440102216,10,33,always
Amblyomma-americanum_evm.model.contig-195879-1.2,5.826653641069885,4.414023780288081,6.818661863816192,45,72,always
Amblyomma-americanum_evm.model.contig-195922-1.1,5.655346980615084,4.400191133560155,7.231981540832534,45,69,always
Amblyomma-americanum_evm.model.contig-196039-1.1,7.133687375944785,5.3878991803018845,8.838704754502077,65,87,always
Amblyomma-americanum_evm.model.contig-19609-1.4,7.649896227061455,7.086725898579884,8.359707804736109,87,91,always
Amblyomma-americanum_evm.model.contig-19631-1.2,4.9303773935915185,3.1044556007884063,6.233039274201762,18,56,always
Amblyomma-americanum_evm.model.contig-19631-1.6,6.309125766681436,5.373002018340738,7.574655841247409,64,79,always
Amblyomma-americanum_evm.model.contig-196371-1.1,6.7623993822043555,5.192171834297667,7.569910511557093,61,84,always
Amblyomma-americanum_evm.model.contig-196382-1.2,4.978652908422547,3.5635173149428208,6.33471536194924,28,57,always
Amblyomma-americanum_evm.model.contig-19642-1.1,4.242237613703503,3.403329217206285,4.7104851411520965,24,42,always
Amblyomma-americanum_evm.model.contig-19642-1.2,5.4836185897312,4.2716523481183755,6.820262183813788,42,66,always
Amblyomma-americanum_evm.model.contig-19642-1.3,2.6825932504906507,1.6532586829371652,4.3784573534307505,3,12,always
Amblyomma-americanum_evm.model.contig-19642-1.5,4.460738264512505,2.6997338257690306,6.597159811717702,12,46,always
Amblyomma-americanum_evm.model.contig-19643-1.11,6.527811753561273,4.5318693904349,8.048972136207425,48,82,always
Amblyomma-americanum_evm.model.contig-196433-1.3,3.3598747348669735,2.2571118192861666,5.272838870278998,8,23,always
Amblyomma-americanum_evm.model.contig-196433-1.9,6.185832129779297,4.219408518079196,7.329283239862131,41,77,always
Amblyomma-americanum_evm.model.contig-196489-1.2,5.27079933935495,3.442512635386224,7.462042207141135,25,63,always
Amblyomma-americanum_evm.model.contig-197126-1.1,3.0071038268082617,0.7990990419126685,4.9810039976603555,0,17,always
Amblyomma-americanum_evm.model.contig-197217-1.2,4.645494091839332,3.0374984972101755,6.73089815235067,17,51,always
Amblyomma-americanum_evm.model.contig-197315-1.2,6.318480330260012,3.6029521133439997,7.735917962370866,29,79,always
Amblyomma-americanum_evm.model.contig-197416-1.1,3.237727317820839,2.1062347444262186,4.865577287986435,6,20,always
Amblyomma-americanum_evm.model.contig-197832-1.1,2.0887668293790904,0.7054183884424757,5.725588398510871,0,6,always
Amblyomma-americanum_evm.model.contig-198340-1.1,5.505826014954785,4.787181729285995,6.1857411660168875,53,67,always
Amblyomma-americanum_evm.model.contig-19849-1.3,4.222156119318511,2.5069664721074254,6.377240332407057,10,41,always
Amblyomma-americanum_evm.model.contig-200066-1.4,2.665713765389424,0.2449578755180049,4.336769718251406,0,12,always
Amblyomma-americanum_evm.model.contig-200236-1.3,4.162933175789428,1.6068227795184902,5.469551277567631,3,40,always
Amblyomma-americanum_evm.model.contig-200236-1.5,4.054934750506713,1.5755966470001064,6.066152574278022,3,38,always
Amblyomma-americanum_evm.model.contig-200890-1.1,2.267670391091728,1.1294790184127235,3.9222020524562264,1,8,always
Amblyomma-americanum_evm.model.contig-200896-1.1,2.598035484928394,1.6079958184190244,3.520258740015683,3,11,always
Amblyomma-americanum_evm.model.contig-200924-1.4,4.947662985777377,3.255507713936143,6.205219047808582,21,56,always
Amblyomma-americanum_evm.model.contig-20105-1.2,5.444371085194151,2.4604765251301783,7.318593145337397,10,66,always
Amblyomma-americanum_evm.model.contig-201631-1.1,4.979349443752678,3.525149739345337,6.224175922854147,27,57,always
Amblyomma-americanum_evm.model.contig-201631-1.4,4.2923745684934556,3.1255050352014875,5.8244011382004075,18,43,always
Amblyomma-americanum_evm.model.contig-201631-1.6,2.8335478094699984,1.268728408441507,4.472061737107065,2,14,always
Amblyomma-americanum_evm.model.contig-201631-1.7,3.3699821899120526,1.695347840207712,4.642602430193824,4,23,always
Amblyomma-americanum_evm.model.contig-201749-1.2,4.6793932879921964,2.129697227428663,5.668675098970749,7,51,always
Amblyomma-americanum_evm.model.contig-201749-1.3,4.623300902498697,3.612674168930997,6.364665267024344,29,50,always
Amblyomma-americanum_evm.model.contig-20187-1.3,6.981989935535976,5.023878635366608,8.44945243922619,58,86,always
Amblyomma-americanum_evm.model.contig-201967-1.2,3.794418559612822,2.477148526970095,5.68138231278518,10,32,always
Amblyomma-americanum_evm.model.contig-202547-1.1,12.587778520077855,9.847445181719758,15.145183713744654,98,99,always
Amblyomma-americanum_evm.model.contig-202657-1.1,6.3647485502370476,4.25204205316219,8.369857402762042,42,80,always
Amblyomma-americanum_evm.model.contig-202657-1.3,4.955240653468409,2.933850903358921,6.4555059645026525,16,57,always
Amblyomma-americanum_evm.model.contig-202789-1.1,4.496134745870528,2.3786594642999166,5.71899905137328,9,47,always
Amblyomma-americanum_evm.model.contig-203053-1.2,5.951433871482008,4.274194727535819,7.204978009470709,42,74,always
Amblyomma-americanum_evm.model.contig-203137-1.5,4.535603387622102,3.494065738580762,6.244040363344376,26,48,always
Amblyomma-americanum_evm.model.contig-203637-1.1,5.0254056053053935,2.87324614765124,6.3225846093725515,15,58,always
Amblyomma-americanum_evm.model.contig-20367-1.1,4.107829856294086,0.7740724715449234,5.993755410254743,0,39,always
Amblyomma-americanum_evm.model.contig-20404-1.2,5.721233443182839,4.078251278629216,7.060223623058701,38,70,always
Amblyomma-americanum_evm.model.contig-20404-1.3,2.8813339225087122,0.8793363471418294,4.8773548165011045,1,15,always
Amblyomma-americanum_evm.model.contig-20404-1.5,4.3708482006922695,2.9839017341326155,6.011305366823827,16,44,always
Amblyomma-americanum_evm.model.contig-204233-1.1,4.511997217099728,3.259412770115454,5.823717611442201,21,48,always
Amblyomma-americanum_evm.model.contig-204317-1.2,3.762060237321337,3.1775982065984536,5.4196689769457445,19,32,always
Amblyomma-americanum_evm.model.contig-204317-1.3,9.23531768967732,8.541641158792672,10.092480236572596,95,97,always
Amblyomma-americanum_evm.model.contig-204556-1.2,3.4138469606497797,2.636572824712628,4.874666124760516,12,24,always
Amblyomma-americanum_evm.model.contig-204637-1.4,3.1704841214747734,2.1144519349061164,4.320940547953632,6,19,always
Amblyomma-americanum_evm.model.contig-20485-1.5,4.276321119945409,3.1765628185266417,5.981167337113713,19,42,always
evm.TU.contig_20485_1.7,6.624571325012834,5.645763632382148,7.514564461366838,69,82,always
evm.TU.contig_20485_1.8,7.16695069801052,5.972213977213731,8.10072164580673,74,87,always
Amblyomma-americanum_evm.model.contig-205120-1.4,2.9679606699384475,1.5585064918869427,4.7962260218486845,3,16,always
Amblyomma-americanum_evm.model.contig-205210-1.4,3.5237359553217438,2.2896512955858834,5.030689427076532,8,27,always
Amblyomma-americanum_evm.model.contig-206482-1.6,6.312148303303875,5.2458238404381605,6.996494876706553,62,79,always
Amblyomma-americanum_evm.model.contig-206683-1.1,2.88621317731706,1.8977686647507916,4.859218764143819,5,15,always
Amblyomma-americanum_evm.model.contig-206683-1.2,5.677991592197682,5.206088274889269,6.450830227065472,62,70,always
Amblyomma-americanum_evm.model.contig-20706-1.2,7.204983623005362,5.556101003718679,7.983323330234749,68,88,always
Amblyomma-americanum_evm.model.contig-20706-1.3,7.125250492793348,6.44859363547235,8.250469013583869,81,87,always
Amblyomma-americanum_evm.model.contig-20706-1.5,6.746405706958973,5.53585275576435,7.45473714670806,67,84,always
Amblyomma-americanum_evm.model.contig-20716-1.1,3.5767492719063636,1.9508527780532652,5.275204389417223,5,28,always
Amblyomma-americanum_evm.model.contig-20716-1.2,3.8035871475109992,2.3574050189946534,6.406565477990545,9,33,always
Amblyomma-americanum_evm.model.contig-20716-1.5,6.6496553444956605,2.1121834121448955,9.172607961421743,6,83,always
Amblyomma-americanum_evm.model.contig-20716-1.6,6.1843409363068105,3.844273665103616,8.620155235126639,33,77,always
Amblyomma-americanum_evm.model.contig-207342-1.2,4.804210024869142,3.8500024792563297,5.342918155595644,34,54,always
Amblyomma-americanum_evm.model.contig-20742-1.13,7.672893848907236,2.96335098372016,12.552167689392869,16,91,always
Amblyomma-americanum_evm.model.contig-207551-1.10,4.419031913717583,3.55196957126987,5.295881496961496,28,45,always
Amblyomma-americanum_evm.model.contig-207649-1.6,7.210045842363332,5.93209806357689,8.29700880453455,74,88,always
Amblyomma-americanum_evm.model.contig-20768-1.1,3.1110434340793756,1.1241128373617522,6.267701431251505,1,18,always
Amblyomma-americanum_evm.model.contig-20803-1.2,5.148151357693728,2.1257847742937406,7.877568174563477,7,61,always
Amblyomma-americanum_evm.model.contig-208180-1.1,7.163389128918339,5.586873167550745,8.284125427422852,68,87,always
Amblyomma-americanum_evm.model.contig-208209-1.1,3.452805813988553,1.584301242026022,5.655522030782323,3,25,always
Amblyomma-americanum_evm.model.contig-20835-1.1,4.485357885667547,2.2477755647929927,7.031655733684147,8,47,always
Amblyomma-americanum_evm.model.contig-208648-1.2,5.4516401995430455,4.016637496903442,6.257791413665163,37,66,always
Amblyomma-americanum_evm.model.contig-208648-1.3,4.859778300153485,3.8371766406140866,6.022599120653679,33,55,always
Amblyomma-americanum_evm.model.contig-209050-1.1,2.872041967891159,1.025600126858548,4.732580807782787,1,15,always
Amblyomma-americanum_evm.model.contig-20922-1.1,4.1564447658936405,2.026492011958365,6.987870569766272,6,40,always
Amblyomma-americanum_evm.model.contig-209377-1.2,3.824767312464722,3.1409907441291764,4.819107564603623,19,33,always
Amblyomma-americanum_evm.model.contig-209668-1.1,4.3782661585964355,2.917091439620005,5.850144775719017,15,44,always
Amblyomma-americanum_evm.model.contig-209684-1.1,4.932665766021195,2.5365961121038523,6.361203402945662,11,56,always
Amblyomma-americanum_evm.model.contig-210233-1.2,8.1718148657885,6.090256425802527,9.995393700480186,76,93,always
Amblyomma-americanum_evm.model.contig-210233-1.4,6.587480765569501,5.289406223106749,7.4565388404942246,63,82,always
Amblyomma-americanum_evm.model.contig-210233-1.5,4.672787609350641,3.1676996052044095,5.833175584096546,19,51,always
Amblyomma-americanum_evm.model.contig-210498-1.1,3.857876914976847,2.4599008261154336,4.471843618013531,10,34,always
Amblyomma-americanum_evm.model.contig-21095-1.2,5.147406224624813,1.9324840158169507,8.190641875869975,5,61,always
Amblyomma-americanum_evm.model.contig-211383-1.1,2.8522176502018506,2.3999835605416098,3.288879375266974,9,14,always
Amblyomma-americanum_evm.model.contig-21144-1.2,2.553489615614645,0.002602452494383066,5.867484279626573,0,11,always
Amblyomma-americanum_evm.model.contig-21194-1.2,4.2275101171776,2.990219604097552,7.023806465508234,16,41,always
Amblyomma-americanum_evm.model.contig-211946-1.1,4.033097835509399,3.2063567040745533,6.033645182431188,20,37,always
Amblyomma-americanum_evm.model.contig-211946-1.2,4.691962221281752,3.910601083862813,5.427636999489038,35,51,always
Amblyomma-americanum_evm.model.contig-212385-1.1,5.121493242134797,3.333834714715797,5.8147124719592576,23,60,always
Amblyomma-americanum_evm.model.contig-21258-1.1,5.315768702194714,3.646745588619449,6.672386113462455,30,63,always
Amblyomma-americanum_evm.model.contig-213061-1.1,4.579599786381993,3.573299714725432,7.205231774976913,28,49,always
Amblyomma-americanum_evm.model.contig-213061-1.2,5.491672801875125,3.467244761509721,7.600849384290376,26,67,always
Amblyomma-americanum_evm.model.contig-213061-1.4,7.389567933007941,5.9650213006310535,8.009846234182682,74,89,always
Amblyomma-americanum_evm.model.contig-213135-1.1,3.7821303502098393,2.9518357344320942,5.090656242279625,16,32,always
Amblyomma-americanum_evm.model.contig-21360-1.1,5.518675860289206,2.982976200582033,7.24761414373811,16,67,always
Amblyomma-americanum_evm.model.contig-214050-1.2,4.0125516048272205,1.9521221136682672,5.261105936502033,5,37,always
Amblyomma-americanum_evm.model.contig-214801-1.1,4.378034941943312,2.7466102970411375,6.021826256207851,13,44,always
Amblyomma-americanum_evm.model.contig-21500-1.4,6.542320345559387,5.078858074799718,7.319641714923556,59,82,always
